id,label,name,description
250,Figure,Figure 180.jpg,Lift safe change filter assembly to top flange
251,Figure,Figure 181.jpg,Slide first half of the clamp (L4) over the flanges
252,Figure,Figure 182.jpg,Lock clamp (L4)
253,Figure,Figure 183.jpg,System recirculation pipe isolation valve (V5) assembled to the lower safe change filter isolation valve (F2)
254,Figure,Figure 184.jpg,"Valves (F1, F2, V4 and V5) in the open position"
255,Figure,Figure 185.jpg,"Isolating valves (V4, V5, F1 and F2)"
256,Figure,Figure 186.jpg,"Fill large safe change filter assembly with water, check level and top-up"
257,Figure,Figure 187.jpg,Disassemble immediately after soaking
258,Figure,Figure 188.jpg,Storage of used filter element
259,Figure,Figure 189.jpg,Upper valves closed (V4 and F1)
260,Figure,Figure 19.jpg,Compliance label
261,Figure,Figure 190.jpg,Lower valves closed (V5 and F2)
262,Figure,Figure 191.jpg,Open the latch on the upper quick-release clamp (L4)
263,Figure,Figure 192.jpg,Lower quick-release clamp (L5)
264,Figure,Figure 193.jpg,Spring plunger
265,Figure,Figure 194.jpg,Remove the large safe change filter assembly from the system
266,Figure,Figure 195.jpg,Renishaw silo changeover lift fitted with large safe change filter assembly support bracket
267,Figure,Figure 196.jpg,Open valve (F1) and fill the filter chamber with water
268,Figure,Figure 197.jpg,Filter disposal drum
269,Figure,Figure 198.jpg,Filter disposal drum
270,Figure,Figure 199.jpg,Disassemble the large safe change filter assembly
271,Figure,Figure 2.jpg,Software welcome screen - AM250 (I) and AM400 (r)
272,Figure,Figure 200.jpg,Remove used filter element from large safe change filter assembly
273,Figure,Figure 201.jpg,Dispose of used filter element in the filter disposal drum
274,Figure,Figure 202.jpg,Filter chamber o-ring seal
275,Figure,Figure 203.jpg,Refit the large safe change filter assembly to the sprung support bracket
276,Figure,Figure 204.jpg,Close the latch on the upper quick-release clamp (L4)
277,Figure,Figure 205.jpg,"Upper and lower isolating valves (F1, F2, V4 and V5) in the closed position"
278,Figure,Figure 207.jpg,Wipe with IPA
279,Figure,Figure 208.jpg,Measure thickness
280,Figure,Figure 209.jpg,Enter average of measured thickness
281,Figure,Figure 21.jpg,Protective housing label
282,Figure,Figure 210.jpg,Place build plate on platform
283,Figure,Figure 211.jpg,Build plate front edge identification
284,Figure,Figure 212.jpg,Insert and tighten the four bolts
285,Figure,Figure 213.jpg,Press blue reset button
286,Figure,Figure 214.jpg,Press Find wiper home then Go to top pos.
287,Figure,Figure 215.jpg,Measurement of silicone rubber
288,Figure,Figure 216.jpg,Cut with pipe cutter
289,Figure,Figure 217.jpg,Gauge length using blade assembly
290,Figure,Figure 218.jpg,Loosening of bolts in wiper blade retainer
291,Figure,Figure 219.jpg,Unscrew until head is proud
292,Figure,Figure 220.jpg,Insertion of rubber silicone into the wiper blade retainer
293,Figure,Figure 221.jpg,Correctly align with chamfer
294,Figure,Figure 222.jpg,Incorrectly - past the chamfer
295,Figure,Figure 223.jpg,Tightening of bolts to clamp silicone rubber into the wiper blade retainer
296,Figure,Figure 224.jpg,Wiper/Elevator control
297,Figure,Figure 226.jpg,Securing the wiper
298,Figure,Figure 227.jpg,Loosen the pinch bolt
299,Figure,Figure 228.jpg,Thumb screw adjustment
300,Figure,Figure 229.jpg,Feeler gauge used to set wiper blade $z$ height
301,Figure,Figure 230.jpg,Tighten the upper bolts on wiper
302,Figure,Figure 231.jpg,"Set No of doses to 3, dose, then go to FWD POS"
303,Figure,Figure 232.jpg,Ensure a thin and even distribution
304,Figure,Figure 233.jpg,Select heater
305,Figure,Figure 234.jpg,Enter temperature
306,Figure,Figure 236.jpg,Select heater
307,Figure,Figure 237.jpg,"Set temperature to $100^{\circ} \mathrm{C}$, period 1, On, Autotune Start"
308,Figure,Figure 238.jpg,Temperature and demand graph
309,Figure,Figure 239.jpg,Stable temperature and demand
310,Figure,Figure 240.jpg,Demand oscillations
311,Figure,Figure 241.jpg,Demand oscillations hitting zero
312,Figure,Figure 242.jpg,Demand at $100 \%$ as temperature increases
313,Figure,Figure 243.jpg,Consistent heater duty at $170^{\circ} \mathrm{C}$
314,Figure,Figure 244.jpg,WinSCP icon
315,Figure,Figure 245.jpg,Login details
316,Figure,Figure 246.jpg,Select system
317,Figure,Figure 247.jpg,Drag file into build folder
318,Figure,Figure 248.jpg,Control panel
319,Figure,Figure 249.jpg,Internet options
320,Figure,Figure 250.jpg,Select change settings in windows update
321,Figure,Figure 251.jpg,Select Let me choose whether to download and install updates
322,Figure,Figure 253.jpg,Silo top valve in closed position (V1)
323,Figure,Figure 254.jpg,Open the silo dosing valve (IV1) by pushing away
324,Figure,Figure 255.jpg,Main menu
325,Figure,Figure 258.jpg,Select auto
326,Figure,Figure 26.jpg,Emergency Stop button location on the front panel of the system
327,Figure,Figure 260.jpg,Confirm by pressing Yes
328,Figure,Figure 261.jpg,Select Service
329,Figure,Figure 263.jpg,User-configurable settings
330,Figure,Figure 265.jpg,Run counters
331,Figure,Figure 267.jpg,Check layer number and continue
332,Figure,Figure 269.jpg,Check component numbers
333,Figure,Figure 27.jpg,Example of personal protective equipment
334,Figure,Figure 270.jpg,Suppress parts
335,Figure,Figure 271.jpg,Suppress parts
336,Figure,Figure 272.jpg,Select auto
337,Figure,Figure 273.jpg,Press pause
338,Figure,Figure 274.jpg,Build complete prompt in the control interface
339,Figure,Figure 275.jpg,Isolate safe change filter
340,Figure,Figure 276.jpg,"Close safe change filter/large safe change filter upper and lower valves, (V4, V5, F1 and F2)"
341,Figure,Figure 277.jpg,Allow PV to drop to $<40^{\circ} \mathrm{C}$
342,Figure,Figure 278.jpg,PV at $26^{\circ} \mathrm{C}$
343,Figure,Figure 279.jpg,"Tap the bottle, then close the valves (A1, V2, B1 and V3)"
344,Figure,Figure 28.jpg,AM250/AM400
345,Figure,Figure 280.jpg,"Valves (A1, V2, B1 and V3) in the closed position - perpendicular to flow"
346,Figure,Figure 281.jpg,"Open latch, remove first collar"
347,Figure,Figure 282.jpg,Remove clamp
348,Figure,Figure 283.jpg,Remove bottle
349,Figure,Figure 284.jpg,Remove centring ring seal
350,Figure,Figure 285.jpg,Locate centring ring
351,Figure,Figure 286.jpg,Attach clamp
352,Figure,Figure 287.jpg,"Handle with care, the large overflow bottle is heavy"
353,Figure,Figure 288.jpg,Open valves and rotate bottles
354,Figure,Figure 289.jpg,Tap to encourage powder transfer
355,Figure,Figure 29.jpg,AM250/AM400
356,Figure,Figure 290.jpg,"When full, close small bottle valve (A1)"
357,Figure,Figure 291.jpg,Wait 10 seconds to allow powder to fall from coupling
358,Figure,Figure 292.jpg,Ensure that both the valves (A1 and B1) are closed before disconnecting
359,Figure,Figure 293.jpg,"Front, left and right hand side of chamber after build"
360,Figure,Figure 294.jpg,"Manual control, open vent turn gas on"
361,Figure,Figure 295.jpg,Elevator control screen
362,Figure,Figure 296.jpg,Opening the glove hatch door
363,Figure,Figure 298.jpg,Allow to cool before inserting hands into chamber gloves
364,Figure,Figure 299.jpg,Brush powder down the front overflow
365,Figure,Figure 30.jpg,AM250/AM400 front
366,Figure,Figure 300.jpg,Tap bottle to check capacity
367,Figure,Figure 301.jpg,Close valves on bottle (B1) and pipe (V3) (shown here in open position)
368,Figure,Figure 303.jpg,Removal of substrate from build platform
369,Figure,Figure 304.jpg,Tip powder out of part down the overflow
370,Figure,Figure 305.jpg,Roll individual gloves tightly for storage
371,Figure,Figure 306.jpg,Roll gloves tightly for storage
372,Figure,Figure 307.jpg,Push glove hatch closed whilst tightening retaining bolts
373,Figure,Figure 308.jpg,Brush powder out of recirculation manifold
374,Figure,Figure 309.jpg,Brush the remaining powder down the overflows
375,Figure,Figure 31.jpg,Left hand user access door AM250 safe change filter
376,Figure,Figure 310.jpg,Go to forward position
377,Figure,Figure 311.jpg,Loosen M6 upper locking
378,Figure,Figure 312.jpg,Turn clockwise to raise the wiper blade
379,Figure,Figure 313.jpg,Slacken lower bolt
380,Figure,Figure 314.jpg,Slacken lower bolt
381,Figure,Figure 315.jpg,Magnetic tray
382,Figure,Figure 316.jpg,Brush off powder
383,Figure,Figure 317.jpg,Brush powder down the rear overflow
384,Figure,Figure 318.jpg,Vacuum interior of the chamber
385,Figure,Figure 319.jpg,Vacuum interior of the AM250 PlusPac and AM400 chamber
386,Figure,Figure 32.jpg,Left hand user access door AM250/AM400 with large safe change filter
387,Figure,Figure 320.jpg,Prod bolt holes to loosen compacted powder and then vacuum
388,Figure,Figure 321.jpg,Clean with isopropanol from the top down
389,Figure,Figure 322.jpg,Remove all powder and deposits
390,Figure,Figure 323.jpg,Clean door seal with cloth and cleaning solution
391,Figure,Figure 324.jpg,Clean gloves with isopropanol
392,Figure,Figure 325.jpg,Clean the outer housing
393,Figure,Figure 326.jpg,Use bubble wrap as a precaution
394,Figure,Figure 327.jpg,Support before removing last bolt
395,Figure,Figure 328.jpg,Wipe outer
396,Figure,Figure 329.jpg,Manual blower
397,Figure,Figure 33 1.jpg,Powder bottle adaptor fill valve - AV1
